DriverNumber,Abbreviation,TeamName,Position,Points,Status,GridPosition,Year,Round,EventName
3,RIC,McLaren,17.0,0.0,Finished,17.0,2022,15,Dutch Grand Prix
6,LAT,Williams,18.0,0.0,+1 Lap,20.0,2022,15,Dutch Grand Prix
77,BOT,Alfa Romeo,19.0,0.0,Engine,16.0,2022,15,Dutch Grand Prix
22,TSU,AlphaTauri,20.0,0.0,Differential,9.0,2022,15,Dutch Grand Prix
1,VER,Red Bull Racing,1.0,25.0,Finished,7.0,2022,16,Italian Grand Prix
16,LEC,Ferrari,2.0,18.0,Finished,1.0,2022,16,Italian Grand Prix
63,RUS,Mercedes,3.0,15.0,Finished,2.0,2022,16,Italian Grand Prix
55,SAI,Ferrari,4.0,12.0,Finished,18.0,2022,16,Italian Grand Prix
44,HAM,Mercedes,5.0,10.0,Finished,19.0,2022,16,Italian Grand Prix
11,PER,Red Bull Racing,6.0,9.0,Finished,13.0,2022,16,Italian Grand Prix
4,NOR,McLaren,7.0,6.0,Finished,3.0,2022,16,Italian Grand Prix
10,GAS,AlphaTauri,8.0,4.0,Finished,5.0,2022,16,Italian Grand Prix
45,DEV,Williams,9.0,2.0,Finished,8.0,2022,16,Italian Grand Prix
24,ZHO,Alfa Romeo,10.0,1.0,Finished,9.0,2022,16,Italian Grand Prix
31,OCO,Alpine,11.0,0.0,Finished,14.0,2022,16,Italian Grand Prix
47,MSC,Haas F1 Team,12.0,0.0,Finished,17.0,2022,16,Italian Grand Prix
77,BOT,Alfa Romeo,13.0,0.0,+1 Lap,15.0,2022,16,Italian Grand Prix
22,TSU,AlphaTauri,14.0,0.0,+1 Lap,20.0,2022,16,Italian Grand Prix
6,LAT,Williams,15.0,0.0,+1 Lap,10.0,2022,16,Italian Grand Prix
20,MAG,Haas F1 Team,16.0,0.0,+1 Lap,16.0,2022,16,Italian Grand Prix
3,RIC,McLaren,17.0,0.0,Oil leak,4.0,2022,16,Italian Grand Prix
18,STR,Aston Martin,18.0,0.0,Engine,12.0,2022,16,Italian Grand Prix
14,ALO,Alpine,19.0,0.0,Water pressure,6.0,2022,16,Italian Grand Prix
5,VET,Aston Martin,20.0,0.0,Engine,11.0,2022,16,Italian Grand Prix
11,PER,Red Bull Racing,1.0,25.0,Finished,2.0,2022,17,Singapore Grand Prix
16,LEC,Ferrari,2.0,18.0,Finished,1.0,2022,17,Singapore Grand Prix
55,SAI,Ferrari,3.0,15.0,Finished,4.0,2022,17,Singapore Grand Prix
4,NOR,McLaren,4.0,12.0,Finished,6.0,2022,17,Singapore Grand Prix
3,RIC,McLaren,5.0,10.0,Finished,16.0,2022,17,Singapore Grand Prix
18,STR,Aston Martin,6.0,8.0,Finished,11.0,2022,17,Singapore Grand Prix
1,VER,Red Bull Racing,7.0,6.0,Finished,8.0,2022,17,Singapore Grand Prix
5,VET,Aston Martin,8.0,4.0,Finished,13.0,2022,17,Singapore Grand Prix
44,HAM,Mercedes,9.0,2.0,Finished,3.0,2022,17,Singapore Grand Prix
10,GAS,AlphaTauri,10.0,1.0,Finished,7.0,2022,17,Singapore Grand Prix
77,BOT,Alfa Romeo,11.0,0.0,Finished,15.0,2022,17,Singapore Grand Prix
20,MAG,Haas F1 Team,12.0,0.0,Finished,9.0,2022,17,Singapore Grand Prix
47,MSC,Haas F1 Team,13.0,0.0,+1 Lap,12.0,2022,17,Singapore Grand Prix
63,RUS,Mercedes,14.0,0.0,+2 Laps,0.0,2022,17,Singapore Grand Prix
22,TSU,AlphaTauri,15.0,0.0,Accident,10.0,2022,17,Singapore Grand Prix
31,OCO,Alpine,16.0,0.0,Engine,17.0,2022,17,Singapore Grand Prix
23,ALB,Williams,17.0,0.0,Collision damage,18.0,2022,17,Singapore Grand Prix
14,ALO,Alpine,18.0,0.0,Engine,5.0,2022,17,Singapore Grand Prix
6,LAT,Williams,19.0,0.0,Collision damage,19.0,2022,17,Singapore Grand Prix
24,ZHO,Alfa Romeo,20.0,0.0,Collision,14.0,2022,17,Singapore Grand Prix
1,VER,Red Bull Racing,1.0,25.0,Finished,1.0,2022,18,Japanese Grand Prix
11,PER,Red Bull Racing,2.0,18.0,Finished,4.0,2022,18,Japanese Grand Prix
16,LEC,Ferrari,3.0,15.0,Finished,2.0,2022,18,Japanese Grand Prix
31,OCO,Alpine,4.0,12.0,Finished,5.0,2022,18,Japanese Grand Prix
44,HAM,Mercedes,5.0,10.0,Finished,6.0,2022,18,Japanese Grand Prix
5,VET,Aston Martin,6.0,8.0,Finished,9.0,2022,18,Japanese Grand Prix
14,ALO,Alpine,7.0,6.0,Finished,7.0,2022,18,Japanese Grand Prix
63,RUS,Mercedes,8.0,4.0,Finished,8.0,2022,18,Japanese Grand Prix
6,LAT,Williams,9.0,2.0,Finished,20.0,2022,18,Japanese Grand Prix
4,NOR,McLaren,10.0,1.0,Finished,10.0,2022,18,Japanese Grand Prix
3,RIC,McLaren,11.0,0.0,Finished,11.0,2022,18,Japanese Grand Prix
18,STR,Aston Martin,12.0,0.0,Finished,19.0,2022,18,Japanese Grand Prix
22,TSU,AlphaTauri,13.0,0.0,Finished,13.0,2022,18,Japanese Grand Prix
20,MAG,Haas F1 Team,14.0,0.0,Finished,18.0,2022,18,Japanese Grand Prix
77,BOT,Alfa Romeo,15.0,0.0,Finished,12.0,2022,18,Japanese Grand Prix
24,ZHO,Alfa Romeo,16.0,0.0,Finished,14.0,2022,18,Japanese Grand Prix
47,MSC,Haas F1 Team,17.0,0.0,Finished,15.0,2022,18,Japanese Grand Prix
10,GAS,AlphaTauri,18.0,0.0,Finished,17.0,2022,18,Japanese Grand Prix
55,SAI,Ferrari,19.0,0.0,Accident,3.0,2022,18,Japanese Grand Prix
23,ALB,Williams,20.0,0.0,Hydraulics,16.0,2022,18,Japanese Grand Prix
1,VER,Red Bull Racing,1.0,25.0,Finished,2.0,2022,19,United States Grand Prix
44,HAM,Mercedes,2.0,18.0,Finished,3.0,2022,19,United States Grand Prix
16,LEC,Ferrari,3.0,15.0,Finished,12.0,2022,19,United States Grand Prix
11,PER,Red Bull Racing,4.0,12.0,Finished,9.0,2022,19,United States Grand Prix
63,RUS,Mercedes,5.0,11.0,Finished,4.0,2022,19,United States Grand Prix
4,NOR,McLaren,6.0,8.0,Finished,6.0,2022,19,United States Grand Prix
14,ALO,Alpine,7.0,6.0,Finished,14.0,2022,19,United States Grand Prix
5,VET,Aston Martin,8.0,4.0,Finished,10.0,2022,19,United States Grand Prix
20,MAG,Haas F1 Team,9.0,2.0,Finished,13.0,2022,19,United States Grand Prix
22,TSU,AlphaTauri,10.0,1.0,Finished,19.0,2022,19,United States Grand Prix
31,OCO,Alpine,11.0,0.0,Finished,0.0,2022,19,United States Grand Prix
24,ZHO,Alfa Romeo,12.0,0.0,Finished,18.0,2022,19,United States Grand Prix
23,ALB,Williams,13.0,0.0,Finished,8.0,2022,19,United States Grand Prix
10,GAS,AlphaTauri,14.0,0.0,Finished,11.0,2022,19,United States Grand Prix
47,MSC,Haas F1 Team,15.0,0.0,Finished,16.0,2022,19,United States Grand Prix
3,RIC,McLaren,16.0,0.0,Finished,15.0,2022,19,United States Grand Prix
6,LAT,Williams,17.0,0.0,Finished,17.0,2022,19,United States Grand Prix
18,STR,Aston Martin,18.0,0.0,Collision,5.0,2022,19,United States Grand Prix
77,BOT,Alfa Romeo,19.0,0.0,Spun off,7.0,2022,19,United States Grand Prix
55,SAI,Ferrari,20.0,0.0,Collision damage,1.0,2022,19,United States Grand Prix
1,VER,Red Bull Racing,1.0,25.0,Finished,1.0,2022,20,Mexico City Grand Prix
44,HAM,Mercedes,2.0,18.0,Finished,3.0,2022,20,Mexico City Grand Prix
11,PER,Red Bull Racing,3.0,15.0,Finished,4.0,2022,20,Mexico City Grand Prix
63,RUS,Mercedes,4.0,13.0,Finished,2.0,2022,20,Mexico City Grand Prix
55,SAI,Ferrari,5.0,10.0,Finished,5.0,2022,20,Mexico City Grand Prix
16,LEC,Ferrari,6.0,8.0,Finished,7.0,2022,20,Mexico City Grand Prix
3,RIC,McLaren,7.0,6.0,+1 Lap,11.0,2022,20,Mexico City Grand Prix
31,OCO,Alpine,8.0,4.0,+1 Lap,10.0,2022,20,Mexico City Grand Prix
4,NOR,McLaren,9.0,2.0,+1 Lap,8.0,2022,20,Mexico City Grand Prix
77,BOT,Alfa Romeo,10.0,1.0,+1 Lap,6.0,2022,20,Mexico City Grand Prix
10,GAS,AlphaTauri,11.0,0.0,+1 Lap,14.0,2022,20,Mexico City Grand Prix
23,ALB,Williams,12.0,0.0,+1 Lap,17.0,2022,20,Mexico City Grand Prix
24,ZHO,Alfa Romeo,13.0,0.0,+1 Lap,12.0,2022,20,Mexico City Grand Prix
5,VET,Aston Martin,14.0,0.0,+1 Lap,16.0,2022,20,Mexico City Grand Prix
18,STR,Aston Martin,15.0,0.0,+1 Lap,20.0,2022,20,Mexico City Grand Prix
47,MSC,Haas F1 Team,16.0,0.0,+1 Lap,15.0,2022,20,Mexico City Grand Prix
20,MAG,Haas F1 Team,17.0,0.0,+1 Lap,19.0,2022,20,Mexico City Grand Prix
6,LAT,Williams,18.0,0.0,+2 Laps,18.0,2022,20,Mexico City Grand Prix
14,ALO,Alpine,19.0,0.0,Engine,9.0,2022,20,Mexico City Grand Prix
22,TSU,AlphaTauri,20.0,0.0,Collision damage,13.0,2022,20,Mexico City Grand Prix
63,RUS,Mercedes,1.0,26.0,Finished,1.0,2022,21,São Paulo Grand Prix
44,HAM,Mercedes,2.0,18.0,Finished,2.0,2022,21,São Paulo Grand Prix
55,SAI,Ferrari,3.0,15.0,Finished,7.0,2022,21,São Paulo Grand Prix
16,LEC,Ferrari,4.0,12.0,Finished,5.0,2022,21,São Paulo Grand Prix
14,ALO,Alpine,5.0,10.0,Finished,17.0,2022,21,São Paulo Grand Prix
1,VER,Red Bull Racing,6.0,8.0,Finished,3.0,2022,21,São Paulo Grand Prix
11,PER,Red Bull Racing,7.0,6.0,Finished,4.0,2022,21,São Paulo Grand Prix
31,OCO,Alpine,8.0,4.0,Finished,16.0,2022,21,São Paulo Grand Prix
77,BOT,Alfa Romeo,9.0,2.0,Finished,14.0,2022,21,São Paulo Grand Prix
18,STR,Aston Martin,10.0,1.0,Finished,15.0,2022,21,São Paulo Grand Prix
5,VET,Aston Martin,11.0,0.0,Finished,9.0,2022,21,São Paulo Grand Prix
24,ZHO,Alfa Romeo,12.0,0.0,Finished,13.0,2022,21,São Paulo Grand Prix
47,MSC,Haas F1 Team,13.0,0.0,Finished,12.0,2022,21,São Paulo Grand Prix
10,GAS,AlphaTauri,14.0,0.0,Finished,10.0,2022,21,São Paulo Grand Prix
23,ALB,Williams,15.0,0.0,Finished,19.0,2022,21,São Paulo Grand Prix
6,LAT,Williams,16.0,0.0,Finished,18.0,2022,21,São Paulo Grand Prix
22,TSU,AlphaTauri,17.0,0.0,+1 Lap,0.0,2022,21,São Paulo Grand Prix
4,NOR,McLaren,18.0,0.0,Gearbox,6.0,2022,21,São Paulo Grand Prix
20,MAG,Haas F1 Team,19.0,0.0,Collision,8.0,2022,21,São Paulo Grand Prix
3,RIC,McLaren,20.0,0.0,Collision,11.0,2022,21,São Paulo Grand Prix
1,VER,Red Bull Racing,1.0,25.0,Finished,1.0,2022,22,Abu Dhabi Grand Prix
16,LEC,Ferrari,2.0,18.0,Finished,3.0,2022,22,Abu Dhabi Grand Prix
11,PER,Red Bull Racing,3.0,15.0,Finished,2.0,2022,22,Abu Dhabi Grand Prix
55,SAI,Ferrari,4.0,12.0,Finished,4.0,2022,22,Abu Dhabi Grand Prix
63,RUS,Mercedes,5.0,10.0,Finished,6.0,2022,22,Abu Dhabi Grand Prix
4,NOR,McLaren,6.0,9.0,Finished,7.0,2022,22,Abu Dhabi Grand Prix
31,OCO,Alpine,7.0,6.0,Finished,8.0,2022,22,Abu Dhabi Grand Prix
18,STR,Aston Martin,8.0,4.0,Finished,14.0,2022,22,Abu Dhabi Grand Prix
3,RIC,McLaren,9.0,2.0,Finished,13.0,2022,22,Abu Dhabi Grand Prix
5,VET,Aston Martin,10.0,1.0,Finished,9.0,2022,22,Abu Dhabi Grand Prix
22,TSU,AlphaTauri,11.0,0.0,Finished,11.0,2022,22,Abu Dhabi Grand Prix
24,ZHO,Alfa Romeo,12.0,0.0,+1 Lap,15.0,2022,22,Abu Dhabi Grand Prix
23,ALB,Williams,13.0,0.0,+1 Lap,19.0,2022,22,Abu Dhabi Grand Prix
10,GAS,AlphaTauri,14.0,0.0,+1 Lap,17.0,2022,22,Abu Dhabi Grand Prix
77,BOT,Alfa Romeo,15.0,0.0,+1 Lap,18.0,2022,22,Abu Dhabi Grand Prix
47,MSC,Haas F1 Team,16.0,0.0,+1 Lap,12.0,2022,22,Abu Dhabi Grand Prix
20,MAG,Haas F1 Team,17.0,0.0,+1 Lap,16.0,2022,22,Abu Dhabi Grand Prix
44,HAM,Mercedes,18.0,0.0,Hydraulics,5.0,2022,22,Abu Dhabi Grand Prix
6,LAT,Williams,19.0,0.0,Collision damage,20.0,2022,22,Abu Dhabi Grand Prix
14,ALO,Alpine,20.0,0.0,Water leak,10.0,2022,22,Abu Dhabi Grand Prix
1,VER,Red Bull Racing,1.0,25.0,Finished,1.0,2023,1,Bahrain Grand Prix
11,PER,Red Bull Racing,2.0,18.0,Finished,2.0,2023,1,Bahrain Grand Prix
14,ALO,Aston Martin,3.0,15.0,Finished,5.0,2023,1,Bahrain Grand Prix
55,SAI,Ferrari,4.0,12.0,Finished,4.0,2023,1,Bahrain Grand Prix
44,HAM,Mercedes,5.0,10.0,Finished,7.0,2023,1,Bahrain Grand Prix
18,STR,Aston Martin,6.0,8.0,Finished,8.0,2023,1,Bahrain Grand Prix
63,RUS,Mercedes,7.0,6.0,Finished,6.0,2023,1,Bahrain Grand Prix
77,BOT,Alfa Romeo,8.0,4.0,Finished,12.0,2023,1,Bahrain Grand Prix
10,GAS,Alpine,9.0,2.0,Finished,20.0,2023,1,Bahrain Grand Prix
23,ALB,Williams,10.0,1.0,Finished,15.0,2023,1,Bahrain Grand Prix
22,TSU,AlphaTauri,11.0,0.0,Finished,14.0,2023,1,Bahrain Grand Prix
2,SAR,Williams,12.0,0.0,Lapped,16.0,2023,1,Bahrain Grand Prix
20,MAG,Haas F1 Team,13.0,0.0,Lapped,17.0,2023,1,Bahrain Grand Prix
21,DEV,AlphaTauri,14.0,0.0,Lapped,19.0,2023,1,Bahrain Grand Prix
27,HUL,Haas F1 Team,15.0,0.0,Lapped,10.0,2023,1,Bahrain Grand Prix
24,ZHO,Alfa Romeo,16.0,0.0,Lapped,13.0,2023,1,Bahrain Grand Prix
4,NOR,McLaren,17.0,0.0,Lapped,11.0,2023,1,Bahrain Grand Prix
31,OCO,Alpine,18.0,0.0,Retired,9.0,2023,1,Bahrain Grand Prix
16,LEC,Ferrari,19.0,0.0,Retired,3.0,2023,1,Bahrain Grand Prix
81,PIA,McLaren,20.0,0.0,Retired,18.0,2023,1,Bahrain Grand Prix
11,PER,Red Bull Racing,1.0,25.0,Finished,1.0,2023,2,Saudi Arabian Grand Prix
1,VER,Red Bull Racing,2.0,19.0,Finished,15.0,2023,2,Saudi Arabian Grand Prix
14,ALO,Aston Martin,3.0,15.0,Finished,2.0,2023,2,Saudi Arabian Grand Prix
63,RUS,Mercedes,4.0,12.0,Finished,3.0,2023,2,Saudi Arabian Grand Prix
44,HAM,Mercedes,5.0,10.0,Finished,7.0,2023,2,Saudi Arabian Grand Prix
55,SAI,Ferrari,6.0,8.0,Finished,4.0,2023,2,Saudi Arabian Grand Prix
16,LEC,Ferrari,7.0,6.0,Finished,12.0,2023,2,Saudi Arabian Grand Prix
31,OCO,Alpine,8.0,4.0,Finished,6.0,2023,2,Saudi Arabian Grand Prix
10,GAS,Alpine,9.0,2.0,Finished,9.0,2023,2,Saudi Arabian Grand Prix
20,MAG,Haas F1 Team,10.0,1.0,Finished,13.0,2023,2,Saudi Arabian Grand Prix
22,TSU,AlphaTauri,11.0,0.0,Finished,16.0,2023,2,Saudi Arabian Grand Prix
27,HUL,Haas F1 Team,12.0,0.0,Finished,10.0,2023,2,Saudi Arabian Grand Prix
24,ZHO,Alfa Romeo,13.0,0.0,Finished,11.0,2023,2,Saudi Arabian Grand Prix
21,DEV,AlphaTauri,14.0,0.0,Finished,18.0,2023,2,Saudi Arabian Grand Prix
81,PIA,McLaren,15.0,0.0,Finished,8.0,2023,2,Saudi Arabian Grand Prix
2,SAR,Williams,16.0,0.0,Finished,20.0,2023,2,Saudi Arabian Grand Prix
4,NOR,McLaren,17.0,0.0,Finished,19.0,2023,2,Saudi Arabian Grand Prix
77,BOT,Alfa Romeo,18.0,0.0,Lapped,14.0,2023,2,Saudi Arabian Grand Prix
23,ALB,Williams,19.0,0.0,Retired,17.0,2023,2,Saudi Arabian Grand Prix
18,STR,Aston Martin,20.0,0.0,Retired,5.0,2023,2,Saudi Arabian Grand Prix
1,VER,Red Bull Racing,1.0,25.0,Finished,1.0,2023,3,Australian Grand Prix
44,HAM,Mercedes,2.0,18.0,Finished,3.0,2023,3,Australian Grand Prix
14,ALO,Aston Martin,3.0,15.0,Finished,4.0,2023,3,Australian Grand Prix
18,STR,Aston Martin,4.0,12.0,Finished,6.0,2023,3,Australian Grand Prix
11,PER,Red Bull Racing,5.0,11.0,Finished,20.0,2023,3,Australian Grand Prix
4,NOR,McLaren,6.0,8.0,Finished,13.0,2023,3,Australian Grand Prix
27,HUL,Haas F1 Team,7.0,6.0,Finished,10.0,2023,3,Australian Grand Prix
81,PIA,McLaren,8.0,4.0,Finished,16.0,2023,3,Australian Grand Prix
24,ZHO,Alfa Romeo,9.0,2.0,Finished,17.0,2023,3,Australian Grand Prix
22,TSU,AlphaTauri,10.0,1.0,Finished,12.0,2023,3,Australian Grand Prix
77,BOT,Alfa Romeo,11.0,0.0,Finished,19.0,2023,3,Australian Grand Prix
55,SAI,Ferrari,12.0,0.0,Finished,5.0,2023,3,Australian Grand Prix
10,GAS,Alpine,13.0,0.0,Retired,9.0,2023,3,Australian Grand Prix
31,OCO,Alpine,14.0,0.0,Retired,11.0,2023,3,Australian Grand Prix
21,DEV,AlphaTauri,15.0,0.0,Retired,15.0,2023,3,Australian Grand Prix
2,SAR,Williams,16.0,0.0,Retired,18.0,2023,3,Australian Grand Prix
20,MAG,Haas F1 Team,17.0,0.0,Retired,14.0,2023,3,Australian Grand Prix
63,RUS,Mercedes,18.0,0.0,Retired,2.0,2023,3,Australian Grand Prix
23,ALB,Williams,19.0,0.0,Retired,8.0,2023,3,Australian Grand Prix
16,LEC,Ferrari,20.0,0.0,Retired,7.0,2023,3,Australian Grand Prix
11,PER,Red Bull Racing,1.0,25.0,Finished,3.0,2023,4,Azerbaijan Grand Prix
1,VER,Red Bull Racing,2.0,18.0,Finished,2.0,2023,4,Azerbaijan Grand Prix
16,LEC,Ferrari,3.0,15.0,Finished,1.0,2023,4,Azerbaijan Grand Prix
14,ALO,Aston Martin,4.0,12.0,Finished,6.0,2023,4,Azerbaijan Grand Prix
55,SAI,Ferrari,5.0,10.0,Finished,4.0,2023,4,Azerbaijan Grand Prix
44,HAM,Mercedes,6.0,8.0,Finished,5.0,2023,4,Azerbaijan Grand Prix
18,STR,Aston Martin,7.0,6.0,Finished,9.0,2023,4,Azerbaijan Grand Prix
63,RUS,Mercedes,8.0,5.0,Finished,11.0,2023,4,Azerbaijan Grand Prix
4,NOR,McLaren,9.0,2.0,Finished,7.0,2023,4,Azerbaijan Grand Prix
22,TSU,AlphaTauri,10.0,1.0,Finished,8.0,2023,4,Azerbaijan Grand Prix
81,PIA,McLaren,11.0,0.0,Finished,10.0,2023,4,Azerbaijan Grand Prix
23,ALB,Williams,12.0,0.0,Finished,12.0,2023,4,Azerbaijan Grand Prix
20,MAG,Haas F1 Team,13.0,0.0,Finished,16.0,2023,4,Azerbaijan Grand Prix
10,GAS,Alpine,14.0,0.0,Finished,17.0,2023,4,Azerbaijan Grand Prix
31,OCO,Alpine,15.0,0.0,Finished,19.0,2023,4,Azerbaijan Grand Prix
2,SAR,Williams,16.0,0.0,Finished,14.0,2023,4,Azerbaijan Grand Prix
27,HUL,Haas F1 Team,17.0,0.0,Lapped,20.0,2023,4,Azerbaijan Grand Prix
77,BOT,Alfa Romeo,18.0,0.0,Lapped,13.0,2023,4,Azerbaijan Grand Prix
24,ZHO,Alfa Romeo,19.0,0.0,Retired,15.0,2023,4,Azerbaijan Grand Prix
21,DEV,AlphaTauri,20.0,0.0,Retired,18.0,2023,4,Azerbaijan Grand Prix
1,VER,Red Bull Racing,1.0,26.0,Finished,9.0,2023,5,Miami Grand Prix
11,PER,Red Bull Racing,2.0,18.0,Finished,1.0,2023,5,Miami Grand Prix
14,ALO,Aston Martin,3.0,15.0,Finished,2.0,2023,5,Miami Grand Prix
63,RUS,Mercedes,4.0,12.0,Finished,6.0,2023,5,Miami Grand Prix
55,SAI,Ferrari,5.0,10.0,Finished,3.0,2023,5,Miami Grand Prix
44,HAM,Mercedes,6.0,8.0,Finished,13.0,2023,5,Miami Grand Prix
16,LEC,Ferrari,7.0,6.0,Finished,7.0,2023,5,Miami Grand Prix
10,GAS,Alpine,8.0,4.0,Finished,5.0,2023,5,Miami Grand Prix
31,OCO,Alpine,9.0,2.0,Finished,8.0,2023,5,Miami Grand Prix
20,MAG,Haas F1 Team,10.0,1.0,Finished,4.0,2023,5,Miami Grand Prix
22,TSU,AlphaTauri,11.0,0.0,Finished,17.0,2023,5,Miami Grand Prix
18,STR,Aston Martin,12.0,0.0,Finished,18.0,2023,5,Miami Grand Prix
77,BOT,Alfa Romeo,13.0,0.0,Finished,10.0,2023,5,Miami Grand Prix
23,ALB,Williams,14.0,0.0,Finished,11.0,2023,5,Miami Grand Prix
27,HUL,Haas F1 Team,15.0,0.0,Finished,12.0,2023,5,Miami Grand Prix
24,ZHO,Alfa Romeo,16.0,0.0,Finished,14.0,2023,5,Miami Grand Prix
4,NOR,McLaren,17.0,0.0,Finished,16.0,2023,5,Miami Grand Prix
21,DEV,AlphaTauri,18.0,0.0,Finished,15.0,2023,5,Miami Grand Prix
81,PIA,McLaren,19.0,0.0,Lapped,19.0,2023,5,Miami Grand Prix
2,SAR,Williams,20.0,0.0,Lapped,20.0,2023,5,Miami Grand Prix
1,VER,Red Bull Racing,1.0,25.0,Finished,1.0,2023,6,Monaco Grand Prix
14,ALO,Aston Martin,2.0,18.0,Finished,2.0,2023,6,Monaco Grand Prix
31,OCO,Alpine,3.0,15.0,Finished,3.0,2023,6,Monaco Grand Prix
44,HAM,Mercedes,4.0,13.0,Finished,5.0,2023,6,Monaco Grand Prix
63,RUS,Mercedes,5.0,10.0,Finished,8.0,2023,6,Monaco Grand Prix
16,LEC,Ferrari,6.0,8.0,Finished,6.0,2023,6,Monaco Grand Prix
10,GAS,Alpine,7.0,6.0,Finished,7.0,2023,6,Monaco Grand Prix
55,SAI,Ferrari,8.0,4.0,Finished,4.0,2023,6,Monaco Grand Prix
4,NOR,McLaren,9.0,2.0,Lapped,10.0,2023,6,Monaco Grand Prix
81,PIA,McLaren,10.0,1.0,Lapped,11.0,2023,6,Monaco Grand Prix
77,BOT,Alfa Romeo,11.0,0.0,Lapped,15.0,2023,6,Monaco Grand Prix
21,DEV,AlphaTauri,12.0,0.0,Lapped,12.0,2023,6,Monaco Grand Prix
24,ZHO,Alfa Romeo,13.0,0.0,Lapped,19.0,2023,6,Monaco Grand Prix
23,ALB,Williams,14.0,0.0,Lapped,13.0,2023,6,Monaco Grand Prix
22,TSU,AlphaTauri,15.0,0.0,Lapped,9.0,2023,6,Monaco Grand Prix
11,PER,Red Bull Racing,16.0,0.0,Lapped,20.0,2023,6,Monaco Grand Prix
27,HUL,Haas F1 Team,17.0,0.0,Lapped,18.0,2023,6,Monaco Grand Prix
2,SAR,Williams,18.0,0.0,Lapped,16.0,2023,6,Monaco Grand Prix
20,MAG,Haas F1 Team,19.0,0.0,Retired,17.0,2023,6,Monaco Grand Prix
18,STR,Aston Martin,20.0,0.0,Retired,14.0,2023,6,Monaco Grand Prix
1,VER,Red Bull Racing,1.0,26.0,Finished,1.0,2023,7,Spanish Grand Prix
44,HAM,Mercedes,2.0,18.0,Finished,4.0,2023,7,Spanish Grand Prix
63,RUS,Mercedes,3.0,15.0,Finished,12.0,2023,7,Spanish Grand Prix
11,PER,Red Bull Racing,4.0,12.0,Finished,11.0,2023,7,Spanish Grand Prix
55,SAI,Ferrari,5.0,10.0,Finished,2.0,2023,7,Spanish Grand Prix
18,STR,Aston Martin,6.0,8.0,Finished,5.0,2023,7,Spanish Grand Prix
14,ALO,Aston Martin,7.0,6.0,Finished,8.0,2023,7,Spanish Grand Prix
31,OCO,Alpine,8.0,4.0,Finished,6.0,2023,7,Spanish Grand Prix
24,ZHO,Alfa Romeo,9.0,2.0,Finished,13.0,2023,7,Spanish Grand Prix
10,GAS,Alpine,10.0,1.0,Finished,10.0,2023,7,Spanish Grand Prix
16,LEC,Ferrari,11.0,0.0,Finished,19.0,2023,7,Spanish Grand Prix
22,TSU,AlphaTauri,12.0,0.0,Finished,15.0,2023,7,Spanish Grand Prix
81,PIA,McLaren,13.0,0.0,Lapped,9.0,2023,7,Spanish Grand Prix
21,DEV,AlphaTauri,14.0,0.0,Lapped,14.0,2023,7,Spanish Grand Prix
27,HUL,Haas F1 Team,15.0,0.0,Lapped,7.0,2023,7,Spanish Grand Prix
23,ALB,Williams,16.0,0.0,Lapped,18.0,2023,7,Spanish Grand Prix
4,NOR,McLaren,17.0,0.0,Lapped,3.0,2023,7,Spanish Grand Prix
20,MAG,Haas F1 Team,18.0,0.0,Lapped,17.0,2023,7,Spanish Grand Prix
77,BOT,Alfa Romeo,19.0,0.0,Lapped,16.0,2023,7,Spanish Grand Prix
2,SAR,Williams,20.0,0.0,Lapped,20.0,2023,7,Spanish Grand Prix
1,VER,Red Bull Racing,1.0,25.0,Finished,1.0,2023,8,Canadian Grand Prix
14,ALO,Aston Martin,2.0,18.0,Finished,2.0,2023,8,Canadian Grand Prix
44,HAM,Mercedes,3.0,15.0,Finished,3.0,2023,8,Canadian Grand Prix
16,LEC,Ferrari,4.0,12.0,Finished,10.0,2023,8,Canadian Grand Prix
55,SAI,Ferrari,5.0,10.0,Finished,11.0,2023,8,Canadian Grand Prix
11,PER,Red Bull Racing,6.0,9.0,Finished,12.0,2023,8,Canadian Grand Prix
23,ALB,Williams,7.0,6.0,Finished,9.0,2023,8,Canadian Grand Prix
31,OCO,Alpine,8.0,4.0,Finished,6.0,2023,8,Canadian Grand Prix
18,STR,Aston Martin,9.0,2.0,Finished,16.0,2023,8,Canadian Grand Prix
77,BOT,Alfa Romeo,10.0,1.0,Finished,14.0,2023,8,Canadian Grand Prix
81,PIA,McLaren,11.0,0.0,Finished,8.0,2023,8,Canadian Grand Prix
10,GAS,Alpine,12.0,0.0,Finished,15.0,2023,8,Canadian Grand Prix
4,NOR,McLaren,13.0,0.0,Finished,7.0,2023,8,Canadian Grand Prix
22,TSU,AlphaTauri,14.0,0.0,Finished,19.0,2023,8,Canadian Grand Prix
27,HUL,Haas F1 Team,15.0,0.0,Lapped,5.0,2023,8,Canadian Grand Prix
24,ZHO,Alfa Romeo,16.0,0.0,Lapped,20.0,2023,8,Canadian Grand Prix
20,MAG,Haas F1 Team,17.0,0.0,Lapped,13.0,2023,8,Canadian Grand Prix
21,DEV,AlphaTauri,18.0,0.0,Lapped,17.0,2023,8,Canadian Grand Prix
63,RUS,Mercedes,19.0,0.0,Retired,4.0,2023,8,Canadian Grand Prix
2,SAR,Williams,20.0,0.0,Retired,18.0,2023,8,Canadian Grand Prix
1,VER,Red Bull Racing,1.0,26.0,Finished,1.0,2023,9,Austrian Grand Prix
